date,stream,variable,value
2020-03-12,QPA,Leaf_litter,-1.194800423
2020-03-31,QPA,Leaf_litter,-1.341998189
2020-04-16,QPA,Leaf_litter,-0.56209657
2020-04-30,QPA,Leaf_litter,-0.5161628
2020-05-14,QPA,Leaf_litter,-0.328599799
2020-05-29,QPA,Leaf_litter,-0.585934106
2020-06-15,QPA,Leaf_litter,-0.953081472
2020-06-29,QPA,Leaf_litter,-0.927344875
2020-07-15,QPA,Leaf_litter,0.523726624
2020-07-28,QPA,Leaf_litter,-0.865303492
2020-08-17,QPA,Leaf_litter,0.023643143
2020-08-26,QPA,Leaf_litter,-0.104554204
2020-09-14,QPA,Leaf_litter,-1.377159185
2020-09-30,QPA,Leaf_litter,-0.871797957
2020-10-15,QPA,Leaf_litter,-1.799831283
2020-10-30,QPA,Leaf_litter,-1.171549437
2020-11-16,QPA,Leaf_litter,-1.460269437
2020-12-02,QPA,Leaf_litter,-1.786864311
2020-12-14,QPA,Leaf_litter,-2.056059164
2020-12-23,QPA,Leaf_litter,-1.782840537
2021-01-15,QPA,Leaf_litter,-1.15055833
2021-01-28,QPA,Leaf_litter,-1.091059192
2021-02-16,QPA,Leaf_litter,-0.37511391
2021-02-26,QPA,Leaf_litter,-0.444649707
2021-03-16,QPA,Leaf_litter,-1.236006878
2021-03-30,QPA,Leaf_litter,-0.63063159
2021-04-15,QPA,Leaf_litter,-1.001865167
2021-04-30,QPA,Leaf_litter,-0.249679552
2021-05-18,QPA,Leaf_litter,-0.161372181
2021-05-31,QPA,Leaf_litter,-0.028637124
2021-06-16,QPA,Leaf_litter,-0.563554364
2021-06-30,QPA,Leaf_litter,-0.8868843
2021-07-15,QPA,Leaf_litter,-0.95364459
2021-07-29,QPA,Leaf_litter,-0.482890718
2021-08-17,QPA,Leaf_litter,-0.149959004
2021-08-30,QPA,Leaf_litter,-0.111404071
2021-09-16,QPA,Leaf_litter,-0.771421424
2021-09-30,QPA,Leaf_litter,-1.177151156
2021-10-14,QPA,Leaf_litter,-1.257598545
2021-10-27,QPA,Leaf_litter,-1.289014428
2021-11-15,QPA,Leaf_litter,-1.415630091
2021-11-29,QPA,Leaf_litter,-0.319359473
2021-12-16,QPA,Leaf_litter,-0.115105525
2021-12-29,QPA,Leaf_litter,-1.381377565
2022-01-17,QPA,Leaf_litter,-1.145349438
2022-01-31,QPA,Leaf_litter,-0.862815924
2022-02-15,QPA,Leaf_litter,0.173495884
2022-02-28,QPA,Leaf_litter,-1.138115783
2022-03-16,QPA,Leaf_litter,-0.599902465
2022-03-29,QPA,Leaf_litter,-1.417418296
2022-04-14,QPA,Leaf_litter,-0.270925982
2022-04-29,QPA,Leaf_litter,-0.135785162
2022-05-23,QPA,Leaf_litter,-0.239376617
2022-05-31,QPA,Leaf_litter,-0.408619136
2022-06-16,QPA,Leaf_litter,-0.525518629
2022-06-30,QPA,Leaf_litter,-0.727676895
2022-07-15,QPA,Leaf_litter,-0.965580008
2022-07-29,QPA,Leaf_litter,-0.479949827
2022-08-22,QPA,Leaf_litter,-0.91494735
2022-08-31,QPA,Leaf_litter,-0.322411522
2022-09-14,QPA,Leaf_litter,-0.056491592
2017-01-14,QPA,Chla,0.374941114
2017-02-11,QPA,Chla,0.421008704
2017-03-11,QPA,Chla,0.059098445
2017-04-08,QPA,Chla,-0.356900918
2017-05-14,QPA,Chla,-0.05326958
2017-06-14,QPA,Chla,-0.133541362
2017-07-08,QPA,Chla,-0.319898689
2017-08-11,QPA,Chla,-0.340327935
2017-09-10,QPA,Chla,-0.49053223
2017-10-03,QPA,Chla,-0.326974628
2017-11-04,QPA,Chla,-0.052401445
2017-12-07,QPA,Chla,-0.424571057
2018-01-23,QPA,Chla,-0.270306082
2018-02-15,QPA,Chla,-0.314461617
2018-03-13,QPA,Chla,-0.77198127
2018-04-12,QPA,Chla,-0.525529712
2018-05-01,QPA,Chla,0.353432899
2018-06-15,QPA,Chla,0.012869536
2018-07-01,QPA,Chla,0.010726568
2018-08-01,QPA,Chla,0.172358217
2018-09-09,QPA,Chla,-0.339336835
2018-10-04,QPA,Chla,0.057037776
2018-11-06,QPA,Chla,-0.309326024
2018-12-05,QPA,Chla,0.229468207
2019-01-15,QPA,Chla,0.277150141
2019-02-07,QPA,Chla,0.242224405
2019-03-07,QPA,Chla,0.006403858
2019-04-05,QPA,Chla,-0.036876889
2019-05-03,QPA,Chla,-0.097585005
2019-06-15,QPA,Chla,-0.049060763
2019-07-11,QPA,Chla,-0.655417682
2019-08-07,QPA,Chla,-0.33919034
2019-09-11,QPA,Chla,-0.579209274
2019-10-09,QPA,Chla,-0.067344119
2019-11-06,QPA,Chla,-0.275802251
2019-12-10,QPA,Chla,-0.106530181
2020-01-14,QPA,Chla,0.218548616
2020-02-05,QPA,Chla,0.315346245
2020-03-05,QPA,Chla,-0.104746737
2020-04-15,QPA,Chla,-0.113798581
2020-05-07,QPA,Chla,-1.216284093
2020-06-11,QPA,Chla,-0.030794936
2020-07-09,QPA,Chla,0.128182961
2020-08-11,QPA,Chla,0.296216546
2020-09-08,QPA,Chla,0.109570674
2020-10-30,QPA,Chla,0.135445071
0-Nov-20,QPA,Chla,0.163041949
2020-12-23,QPA,Chla,0.135653819
2021-01-26,QPA,Chla,-0.172758478
2021-02-24,QPA,Chla,-0.042531071
2021-03-25,QPA,Chla,0.025660758
2021-04-30,QPA,Chla,0.543062826
2021-05-26,QPA,Chla,0.494435909
2021-06-27,QPA,Chla,-0.055966918
2021-07-27,QPA,Chla,-0.086641353
2021-08-26,QPA,Chla,0.009111772
2021-09-30,QPA,Chla,0.168652927
2021-10-21,QPA,Chla,0.589891
2021-11-19,QPA,Chla,0.359543263
2021-12-22,QPA,Chla,0.249273612
2022-01-31,QPA,Chla,0.190985156
2022-02-28,QPA,Chla,0.776090885
2022-03-29,QPA,Chla,0.219440474
2022-04-29,QPA,Chla,0.449951267
2017-01-13,QPA,Shrimps,0.078654086
2017-02-10,QPA,Shrimps,0.411841894
2017-03-10,QPA,Shrimps,-0.961840432
2017-04-07,QPA,Shrimps,-0.270906801
2017-05-12,QPA,Shrimps,0.008101078
2017-06-13,QPA,Shrimps,0.388087446
2017-07-07,QPA,Shrimps,0.07876591
2017-08-11,QPA,Shrimps,-0.357455085
2017-09-10,QPA,Shrimps,-0.157341736
2017-10-04,QPA,Shrimps,-0.23393578
2017-11-07,QPA,Shrimps,-0.239203865
2017-12-08,QPA,Shrimps,-0.086031458
2018-01-20,QPA,Shrimps,0.194384455
2018-02-15,QPA,Shrimps,0.449264798
2018-03-13,QPA,Shrimps,0.357700178
2018-04-10,QPA,Shrimps,0.923433147
2018-05-08,QPA,Shrimps,-0.010068608
2018-06-12,QPA,Shrimps,0.383830498
2018-07-11,QPA,Shrimps,0.645842869
2018-08-07,QPA,Shrimps,0.709639939
2018-09-06,QPA,Shrimps,-0.010001997
2018-10-03,QPA,Shrimps,0.180285861
2018-11-01,QPA,Shrimps,0.399394425
2018-12-04,QPA,Shrimps,0.269734048
2019-01-03,QPA,Shrimps,0.098597297
2019-02-05,QPA,Shrimps,0.121989466
2019-03-06,QPA,Shrimps,0.408274831
2019-04-03,QPA,Shrimps,0.371495165
2019-05-01,QPA,Shrimps,0.817862356
2019-06-07,QPA,Shrimps,0.500372304
2019-07-05,QPA,Shrimps,0.240039901
2019-08-06,QPA,Shrimps,0.083373911
2019-09-05,QPA,Shrimps,0.354399016
2019-10-03,QPA,Shrimps,0.320034799
2019-11-05,QPA,Shrimps,0.140367341
2019-12-03,QPA,Shrimps,-0.254432235
2020-01-09,QPA,Shrimps,0.003846263
2020-02-04,QPA,Shrimps,-0.34321992
2020-03-04,QPA,Shrimps,-0.081858956
2020-06-07,QPA,Shrimps,0.105006467
2020-05-06,QPA,Shrimps,0.239319973
2020-06-04,QPA,Shrimps,0.408686216
2020-07-01,QPA,Shrimps,0.12504962
2020-08-05,QPA,Shrimps,0.322919454
2020-09-04,QPA,Shrimps,0.718199634
2020-10-02,QPA,Shrimps,-0.19458057
2020-11-06,QPA,Shrimps,-0.628874296
2020-12-04,QPA,Shrimps,-0.699498734
2021-01-15,QPA,Shrimps,-0.333033181
2021-02-03,QPA,Shrimps,-0.643381145
2021-03-03,QPA,Shrimps,-0.497259411
2021-04-08,QPA,Shrimps,-0.638556847
2021-05-05,QPA,Shrimps,-0.771123635
2021-06-04,QPA,Shrimps,-0.209821714
2021-07-02,QPA,Shrimps,-0.777532836
2021-08-03,QPA,Shrimps,-0.725945658
2021-09-01,QPA,Shrimps,-0.771792055
2021-10-13,QPA,Shrimps,-0.762260335
2021-11-03,QPA,Shrimps,-0.393835734
2021-12-02,QPA,Shrimps,-0.890604404
2022-01-20,QPA,Shrimps,-0.267314505
2022-02-01,QPA,Shrimps,-0.828057819
2022-03-03,QPA,Shrimps,-0.435227036
2022-04-08,QPA,Shrimps,-0.41283978
2022-05-04,QPA,Shrimps,-0.536717338
2022-06-03,QPA,Shrimps,-0.534703537
2022-07-01,QPA,Shrimps,-0.537231614
2022-08-09,QPA,Shrimps,-0.883109826
2022-09-09,QPA,Shrimps,-0.995781911
2017-01-01,QPA,macroinvertebrates,0.072390496
2017-02-01,QPA,macroinvertebrates,0.621576988
2017-03-01,QPA,macroinvertebrates,-0.971860583
2017-04-01,QPA,macroinvertebrates,-1.202972304
2017-05-01,QPA,macroinvertebrates,-0.423647427
2017-06-01,QPA,macroinvertebrates,-0.615185639
2017-07-01,QPA,macroinvertebrates,0.740076613
2017-08-01,QPA,macroinvertebrates,0.089011378
2017-09-01,QPA,macroinvertebrates,-1.896119485
2017-10-01,QPA,macroinvertebrates,-1.163751591
2017-11-01,QPA,macroinvertebrates,-1.559647248
2017-12-01,QPA,macroinvertebrates,-0.530027831
2018-01-01,QPA,macroinvertebrates,-1.531476371
2018-02-01,QPA,macroinvertebrates,-1.819158443
2018-03-01,QPA,macroinvertebrates,-0.003007521
2018-04-01,QPA,macroinvertebrates,-1.054552299
2018-05-01,QPA,macroinvertebrates,-0.490022496
2018-06-01,QPA,macroinvertebrates,-1.286353913
2018-07-01,QPA,macroinvertebrates,-0.138261567
2018-08-01,QPA,macroinvertebrates,-0.003007521
2018-09-01,QPA,macroinvertebrates,0.398433437
2018-10-01,QPA,macroinvertebrates,-0.255182905
2018-11-01,QPA,macroinvertebrates,-0.352821375
2018-12-01,QPA,macroinvertebrates,0.038296285
2019-01-01,QPA,macroinvertebrates,0.631207881
2019-02-01,QPA,macroinvertebrates,-0.414514944
2019-03-01,QPA,macroinvertebrates,0.049790664
2019-04-01,QPA,macroinvertebrates,-0.078042707
2019-05-01,QPA,macroinvertebrates,-0.084557388
2019-06-01,QPA,macroinvertebrates,-0.294713744
2019-07-01,QPA,macroinvertebrates,-0.335871816
2019-08-01,QPA,macroinvertebrates,-1.037457865
2019-09-12,QPA,macroinvertebrates,-0.83832919
2019-10-11,QPA,macroinvertebrates,-0.745547457
2019-11-12,QPA,macroinvertebrates,-0.335871816
2019-12-05,QPA,macroinvertebrates,-0.987860924
2020-01-16,QPA,macroinvertebrates,-0.637658495
2020-02-11,QPA,macroinvertebrates,-0.509825123
2020-03-12,QPA,macroinvertebrates,-1.531476371
2020-04-17,QPA,macroinvertebrates,-0.987860924
2020-05-11,QPA,macroinvertebrates,0.457158723
2020-06-09,QPA,macroinvertebrates,-0.015128882
2020-07-06,QPA,macroinvertebrates,0.110751364
2020-08-13,QPA,macroinvertebrates,-1.377325691
2020-09-11,QPA,macroinvertebrates,-0.758286483
2020-10-11,QPA,macroinvertebrates,-0.509825123
2020-11-10,QPA,macroinvertebrates,-1.037457866
2020-12-10,QPA,macroinvertebrates,0.378066134
2021-01-09,QPA,macroinvertebrates,-0.131388688
2021-02-08,QPA,macroinvertebrates,-0.784261969
2021-03-10,QPA,macroinvertebrates,-0.758286483
2021-04-09,QPA,macroinvertebrates,-0.649087191
2021-05-09,QPA,macroinvertebrates,0.784902044
2021-06-08,QPA,macroinvertebrates,-1.504077397
2021-07-08,QPA,macroinvertebrates,0.264902044
2021-08-07,QPA,macroinvertebrates,0.188309599
2021-09-06,QPA,macroinvertebrates,0.621576988
2017-01-14,QPB,canopy_cover,0.066649426
2017-03-15,QPB,canopy_cover,0.123402242
2017-05-17,QPB,canopy_cover,0.218712422
2017-07-08,QPB,canopy_cover,-0.071410803
2017-09-04,QPB,canopy_cover,-0.471304866
2017-09-10,QPB,canopy_cover,0.27459288
2017-10-04,QPB,canopy_cover,1.872502142
2017-11-08,QPB,canopy_cover,1.551896958
2017-12-11,QPB,canopy_cover,1.536349726
2018-01-25,QPB,canopy_cover,1.490548934
2018-02-15,QPB,canopy_cover,1.39148244
2018-03-13,QPB,canopy_cover,1.294424291
2018-04-13,QPB,canopy_cover,1.13646499
2018-05-09,QPB,canopy_cover,1.016906589
2018-06-13,QPB,canopy_cover,1.246987452
2018-07-12,QPB,canopy_cover,1.185334648
2018-08-18,QPB,canopy_cover,1.109390578
2018-09-25,QPB,canopy_cover,1.240990432
2018-10-24,QPB,canopy_cover,1.181352166
2018-11-28,QPB,canopy_cover,1.195615482
2018-12-31,QPB,canopy_cover,1.141460837
2019-01-29,QPB,canopy_cover,0.782647871
2019-02-25,QPB,canopy_cover,1.030918963
2019-03-27,QPB,canopy_cover,0.925352283
2019-04-25,QPB,canopy_cover,1.106814364
2019-06-19,QPB,canopy_cover,1.309983304
2019-07-31,QPB,canopy_cover,1.233443227
2019-08-27,QPB,canopy_cover,1.201890013
2019-09-30,QPB,canopy_cover,1.067352865
2019-10-29,QPB,canopy_cover,1.085962175
2019-11-26,QPB,canopy_cover,0.96675143
2019-12-27,QPB,canopy_cover,0.881087944
2020-01-31,QPB,canopy_cover,0.923288298
2020-02-28,QPB,canopy_cover,1.041071334
2020-03-24,QPB,canopy_cover,0.774289613
2020-04-27,QPB,canopy_cover,0.459874479
2020-05-27,QPB,canopy_cover,0.852670731
2020-06-30,QPB,canopy_cover,0.967740061
2020-07-28,QPB,canopy_cover,0.80962898
2020-08-25,QPB,canopy_cover,0.85930059
2020-09-28,QPB,canopy_cover,0.704782735
2020-10-30,QPB,canopy_cover,0.823422302
0-Nov-20,QPB,canopy_cover,0.573085869
2020-12-23,QPB,canopy_cover,0.148375163
2021-01-26,QPB,canopy_cover,0.631465433
2021-02-24,QPB,canopy_cover,0.654706397
2021-03-25,QPB,canopy_cover,0.614728641
2021-04-30,QPB,canopy_cover,0.627307423
2021-05-26,QPB,canopy_cover,0.748787321
2021-06-27,QPB,canopy_cover,0.398941928
2021-07-27,QPB,canopy_cover,0.379558061
2021-08-26,QPB,canopy_cover,0.34147549
2021-09-30,QPB,canopy_cover,0.421376001
2021-10-21,QPB,canopy_cover,0.43325061
2021-11-19,QPB,canopy_cover,0.404163872
2021-12-22,QPB,canopy_cover,0.339625351
2022-01-31,QPB,canopy_cover,0.449973408
2022-02-28,QPB,canopy_cover,0.421376001
2022-03-29,QPB,canopy_cover,0.27459288
2022-04-29,QPB,canopy_cover,0.305723799
2022-05-27,QPB,canopy_cover,0.256646237
2022-06-29,QPB,canopy_cover,0.161738391
2022-07-26,QPB,canopy_cover,0.270632479
2022-08-30,QPB,canopy_cover,0.155079099
2022-09-30,QPB,canopy_cover,0.388415515
2017-01-10,QPB,Leaf_litter,-1.03391679
2017-01-24,QPB,Leaf_litter,-1.324947736
2017-02-10,QPB,Leaf_litter,-0.511549589
2017-02-21,QPB,Leaf_litter,-0.890394361
2017-03-06,QPB,Leaf_litter,-0.114783801
2017-03-20,QPB,Leaf_litter,-0.607616663
2017-04-03,QPB,Leaf_litter,-0.06972697
2017-04-18,QPB,Leaf_litter,0.10417567
2017-05-05,QPB,Leaf_litter,0.346472235
2017-05-16,QPB,Leaf_litter,0.566684541
2017-06-17,QPB,Leaf_litter,0.552601689
2017-06-19,QPB,Leaf_litter,0.146828173
2017-07-05,QPB,Leaf_litter,0.352881477
2017-07-21,QPB,Leaf_litter,0.105327722
2017-08-14,QPB,Leaf_litter,-0.199475689
2017-08-29,QPB,Leaf_litter,0.381211487
2017-09-15,QPB,Leaf_litter,1.793614103
2017-10-18,QPB,Leaf_litter,0.714099845
2017-10-30,QPB,Leaf_litter,-0.881529659
2017-11-14,QPB,Leaf_litter,-0.946126372
2017-11-30,QPB,Leaf_litter,-1.731426637
2017-12-13,QPB,Leaf_litter,-1.023895647
2017-12-29,QPB,Leaf_litter,-1.155725351
2018-01-23,QPB,Leaf_litter,-1.592679052
2018-01-31,QPB,Leaf_litter,-0.788258216
2018-02-16,QPB,Leaf_litter,-1.643160676
2018-02-28,QPB,Leaf_litter,-1.073264013
2018-03-14,QPB,Leaf_litter,-1.256619939
2018-03-28,QPB,Leaf_litter,-0.840765857
2018-04-13,QPB,Leaf_litter,-0.502305706
2018-04-26,QPB,Leaf_litter,-0.598869913
2018-05-16,QPB,Leaf_litter,-0.70151056
2018-05-30,QPB,Leaf_litter,-1.162473227
2018-06-15,QPB,Leaf_litter,-0.817998155
2018-06-29,QPB,Leaf_litter,-0.947264438
2018-07-16,QPB,Leaf_litter,-0.909921175
2018-07-30,QPB,Leaf_litter,-1.015944272
2018-08-14,QPB,Leaf_litter,-1.49645676
2018-08-28,QPB,Leaf_litter,-0.894219391
2018-09-17,QPB,Leaf_litter,-0.936551829
2018-09-28,QPB,Leaf_litter,-0.977840436
2018-10-12,QPB,Leaf_litter,-1.102238876
2018-10-30,QPB,Leaf_litter,-1.236164349
2018-11-15,QPB,Leaf_litter,-1.30339163
2018-11-30,QPB,Leaf_litter,-1.110259713
2018-12-13,QPB,Leaf_litter,-1.592403782
2018-12-31,QPB,Leaf_litter,-0.818693844
2019-01-18,QPB,Leaf_litter,-1.517424033
2019-01-31,QPB,Leaf_litter,-0.461633536
2019-02-15,QPB,Leaf_litter,-0.887032296
2019-02-25,QPB,Leaf_litter,-0.899936415
2019-03-14,QPB,Leaf_litter,-1.181668619
2019-03-29,QPB,Leaf_litter,-0.760226407
2019-04-15,QPB,Leaf_litter,-0.510525117
2019-04-29,QPB,Leaf_litter,-0.276555603
2019-05-17,QPB,Leaf_litter,-0.270391739
2019-05-29,QPB,Leaf_litter,-0.763202415
2019-06-18,QPB,Leaf_litter,-0.514927158
2019-06-30,QPB,Leaf_litter,-0.207406064
2019-07-19,QPB,Leaf_litter,-0.514130386
2019-07-31,QPB,Leaf_litter,-0.787170279
2019-08-15,QPB,Leaf_litter,-0.998968675
2019-08-27,QPB,Leaf_litter,-0.728808123
2019-09-16,QPB,Leaf_litter,-0.590584485
2019-09-27,QPB,Leaf_litter,-1.133567269
2019-10-15,QPB,Leaf_litter,-1.020126191
2019-10-29,QPB,Leaf_litter,-1.035483352
2019-11-14,QPB,Leaf_litter,-1.252052964
2019-11-27,QPB,Leaf_litter,-1.701579112
2019-12-13,QPB,Leaf_litter,-1.237738968
2019-12-27,QPB,Leaf_litter,-0.133874299
2020-01-16,QPB,Leaf_litter,-0.235070008
2020-01-31,QPB,Leaf_litter,-1.495950815
2020-02-13,QPB,Leaf_litter,-0.974074072
2020-02-28,QPB,Leaf_litter,-1.988234189
2020-03-12,QPB,Leaf_litter,-1.168609357
2020-03-31,QPB,Leaf_litter,-0.495524754
2020-04-16,QPB,Leaf_litter,-0.401234574
2020-04-30,QPB,Leaf_litter,0.007524237
2020-05-14,QPB,Leaf_litter,0.332921197
2020-05-29,QPB,Leaf_litter,-0.007038695
2020-06-15,QPB,Leaf_litter,-0.198511569
2020-06-29,QPB,Leaf_litter,-0.576370464
2020-07-15,QPB,Leaf_litter,-0.527011486
2020-07-28,QPB,Leaf_litter,-0.493142973
2020-08-17,QPB,Leaf_litter,1.263124688
2020-08-26,QPB,Leaf_litter,-0.167082689
2020-09-14,QPB,Leaf_litter,-1.013624257
2020-09-30,QPB,Leaf_litter,-0.867645692
2020-10-15,QPB,Leaf_litter,-0.867645692
2020-10-30,QPB,Leaf_litter,-0.736701466
2020-11-16,QPB,Leaf_litter,-0.880997605
2020-12-02,QPB,Leaf_litter,-1.098401749
2020-12-14,QPB,Leaf_litter,-1.459996491
2020-12-23,QPB,Leaf_litter,-1.170577593
2021-01-15,QPB,Leaf_litter,-1.380474715
2021-01-28,QPB,Leaf_litter,-1.19369576
2021-02-16,QPB,Leaf_litter,-0.988797152
2021-02-26,QPB,Leaf_litter,-1.517067507
2021-03-16,QPB,Leaf_litter,-0.395008864
2021-03-30,QPB,Leaf_litter,-0.545772984
2021-04-15,QPB,Leaf_litter,-0.7124547
2021-04-30,QPB,Leaf_litter,0.229161465
2021-05-18,QPB,Leaf_litter,0.434497298
2021-05-31,QPB,Leaf_litter,0.34879403
2021-06-16,QPB,Leaf_litter,0.491349127
2021-06-30,QPB,Leaf_litter,0.042851553
